"","Keuwl","Accelerometer","Data","File","","42706.0","14-13-01"
"Number","Time(s)","X(g)","Y(g)","Z(g)","R(g)","Theta(deg)","Phi(deg)"
"603.0","21.922","0.09859913","0.96451426","-0.22453266","0.99520075","103.03907","84.16312"
"604.0","21.922","0.088836834","0.9469421","-0.19134088","0.970156","101.37484","84.64052"
"605.0","21.942001","0.13276714","0.9127741","-0.13862452","0.9327381","98.54702","81.724106"
"606.0","21.961","0.08005078","0.92546505","-0.10348027","0.9346667","96.35645","85.05634"
"607.0","22.003","0.09176553","0.95279956","-0.1552204","0.96971196","99.21088","84.498726"
"608.0","22.003","0.12398108","0.9176552","-0.17376876","0.9421561","100.62833","82.305565"
"609.0","22.021002","0.12886222","0.9030118","-0.16986385","0.9278413","100.548874","81.87857"
"610.0","22.064001","0.10152781","0.9596331","-0.18157859","0.9819238","100.65654","83.960655"
"611.0","22.064001","0.09469421","1.0035634","-0.16400647","1.021276","99.24113","84.60965"
"612.0","22.081001","0.13471961","0.97037166","-0.13569583","0.9890318","97.885895","82.09598"
"613.0","22.126001","0.16595893","0.9410847","-0.11519502","0.9625241","96.87364","79.9988"
"614.0","22.126001","0.17767367","0.9098454","-0.09176553","0.9315619","95.65321","78.95039"
"615.0","22.142","0.17669745","0.9108216","-0.088836834","0.9320462","95.46938","79.02112"
"616.0","22.187","0.18743597","0.9235126","-0.1044565","0.9481133","96.32529","78.5271"
"617.0","22.187","0.20793676","0.91472656","-0.12495731","0.94634914","97.58758","77.19309"
"618.0","22.201","0.21379416","0.90496427","-0.14057697","0.9404414","98.59678","76.70782"
"619.0","22.243002","0.17279254","0.93229866","-0.1552204","0.9607973","99.29709","79.49993"
"620.0","22.243002","0.18938842","0.9303462","-0.17376876","0.9651982","100.37176","78.49365"
"621.0","22.261002","0.16303024","0.93229866","-0.1786499","0.9631591","100.68931","80.08103"
"622.0","22.295002","0.15912533","0.9313224","-0.18060236","0.9619249","100.82156","80.30409"
"623.0","22.301","0.14545812","0.9274175","-0.15326795","0.95118475","99.272705","81.08623"
"624.0","22.348001","0.15033926","0.92448884","-0.14350566","0.9475629","98.7108","80.76348"
"625.0","22.348001","0.16595893","0.94303715","-0.12398108","0.965522","97.377625","80.01909"
"626.0","22.36","0.1552204","0.9440134","-0.1210524","0.96431756","97.211464","80.66263"
"627.0","22.401001","0.18157859","0.9283937","-0.1581491","0.9591125","99.490906","78.93358"
"628.0","22.401001","0.20500809","0.9176552","-0.1952458","0.96033347","101.73061","77.40667"
"629.0","22.421001","0.18938842","0.9264413","-0.21769907","0.9703373","102.9649","78.44646"
"630.0","22.455002","0.20012695","0.9303462","-0.21574661","0.9757773","102.77378","77.860085"
"631.0","22.461","0.20403185","0.93522733","-0.20500809","0.97893184","102.08838","77.69302"
"632.0","22.517","0.20403185","0.9401085","-0.2294138","0.98897105","103.413216","77.75499"
"633.0","22.517","0.19719826","0.9274175","-0.268463","0.9854252","105.809135","77.99589"
"634.0","22.52","0.17669745","0.9235126","-0.23331872","0.9687802","103.93598","79.168396"
"635.0","22.582","0.18353106","0.93229866","-0.15326795","0.96247363","99.16301","78.863235"
"636.0","22.583","0.19134088","0.90691674","-0.061502427","0.92891973","93.79625","78.08648"
"637.0","22.583","0.16693515","0.94206095","-0.07516963","0.9596857","94.492424","79.95138"
"638.0","22.601002","0.15424417","0.93620354","-0.10640897","0.95477283","96.39888","80.64429"
"639.0","22.642","0.16693515","0.95377576","-0.123004854","0.9760562","97.2398","80.072334"
"640.0","22.642","0.17669745","0.9498709","-0.1210524","0.97371984","97.141464","79.46214"
"641.0","22.662","0.15717287","0.9342511","-0.12495731","0.95558506","97.51382","80.450325"
"642.0","22.702002","0.099575356","0.9684192","-0.14545812","0.9843318","98.49792","84.12933"
"643.0","22.703001","0.17279254","0.97330034","-0.16888762","1.0028429","99.69532","79.93302"
"644.0","22.721","0.21574661","0.938156","-0.1552204","0.97507775","99.15975","77.048935"
"645.0","22.761002","0.21086545","0.85908157","-0.17767367","0.90224904","101.357086","76.20914"
"646.0","22.761002","0.19915071","0.8776299","-0.18548352","0.91885763","101.645935","77.21502"
"647.0","22.78","0.20500809","0.92546505","-0.19036464","0.966826","101.35553","77.50959"
"648.0","22.821001","0.21379416","0.9449896","-0.16010156","0.9820111","99.383064","77.25203"
"649.0","22.821001","0.2255089","0.938156","-0.12593354","0.9730623","97.436066","76.48397"
"650.0","22.841002","0.22746135","0.91863143","-0.114218794","0.95324093","96.881805","76.092766"
"651.0","22.884","0.20598431","0.8912971","-0.17572121","0.9315138","100.87346","76.98705"
"652.0","22.884","0.21769907","0.91570276","-0.18255483","0.9587652","100.97649","76.62677"
"653.0","22.901001","0.24503349","0.9498709","-0.111290105","0.9872596","96.472496","75.53505"
"654.0","22.945002","0.25284332","0.9401085","-0.077122085","0.9765662","94.52952","74.94645"
"655.0","22.945002","0.255772","0.93620354","-0.04490653","0.97155184","92.64924","74.719604"
"656.0","22.962002","0.26455808","0.9108216","-0.06638357","0.9507859","94.00363","73.80348"
"657.0","23.005001","0.2831064","0.9059405","-0.11519502","0.9561105","96.919975","72.64597"
"658.0","23.005001","0.3104408","0.9010593","-0.13471961","0.96251273","98.04591","70.9897"
"659.0","23.021002","0.2889638","0.9196077","-0.1181237","0.9711496","96.98635","72.55598"
"660.0","23.068","0.268463","0.9108216","-0.11226633","0.9561758","96.74275","73.57722"
"661.0","23.068","0.23819989","0.9059405","-0.16888762","0.9518353","100.220314","75.26859"
"662.0","23.080002","0.17669745","0.9117979","-0.18353106","0.9467212","101.178116","79.032585"
"663.0","23.126001","0.14936304","0.9098454","-0.15619664","0.93516064","99.61498","80.6773"
"664.0","23.126001","0.16791138","0.9664667","-0.13081467","0.98962855","97.59591","80.14397"
"665.0","23.140001","0.16888762","0.9781815","-0.114218794","0.9992037","96.56382","80.20419"
"666.0","23.175001","0.18645974","0.9596331","-0.093717985","0.9820621","95.47606","79.00426"
"667.0","23.181002","0.21965154","0.9303462","-0.1181237","0.9631947","97.04434","76.71592"
"668.0","23.227001","0.2489384","0.9127741","-0.12398108","0.95420027","97.46566","74.74488"
"669.0","23.227001","0.24600971","0.88934463","-0.09176553","0.92729473","95.67931","74.53754"
"670.0","23.241001","0.24112856","0.90691674","-0.08297946","0.9420863","95.05319","75.11082"
"671.0","23.28","0.23917611","0.93522733","-0.09176553","0.96967846","95.43031","75.65459"
"672.0","23.28","0.23039004","0.9410847","-0.08786061","0.97285116","95.18159","76.24379"
"673.0","23.331001","0.23917611","0.9410847","-0.0976229","0.97589743","95.74113","75.74022"
"674.0","23.331001","0.23527117","0.93522733","-0.099575356","0.9694936","95.895164","75.87936"
"675.0","23.341002","0.24015234","0.9176552","-0.09859913","0.9536698","95.934364","75.33447"
"676.0","23.384","0.23722363","0.9196077","-0.08688438","0.9536783","95.22715","75.535225"
"677.0","23.384","0.2323425","0.9235126","-0.09469421","0.95698774","95.67873","75.87828"
"678.0","23.401001","0.23819989","0.93522733","-0.11324256","0.9717064","96.69245","75.71073"
"679.0","23.435001","0.23917611","0.9313224","-0.102504045","0.9669921","96.08495","75.59693"
"680.0","23.441002","0.2323425","0.9235126","-0.09469421","0.95698774","95.67873","75.87828"
"681.0","23.486002","0.2294138","0.92546505","-0.09859913","0.9585604","95.903984","76.077576"
"682.0","23.486002","0.2255089","0.93229866","-0.10055158","0.9644406","95.984474","76.4022"
"683.0","23.501001","0.22355644","0.92546505","-0.099575356","0.95727646","95.97067","76.419716"
"684.0","23.538002","0.21477039","0.9303462","-0.08688438","0.9587592","95.19937","77.00099"
"685.0","23.54","0.21672285","0.93620354","-0.082003236","0.96445346","94.877495","76.96612"
"686.0","23.599","0.21477039","0.93229866","-0.084931925","0.9604793","95.0731","77.02729"
"687.0","23.599","0.21574661","0.9371798","-0.0976229","0.96663475","95.796326","77.0359"
"688.0","23.6","0.21281794","0.9303462","-0.08981306","0.9585937","95.37607","77.115204"
"689.0","23.661001","0.21184167","0.9283937","-0.0976229","0.9572471","95.85337","77.14627"
"690.0","23.661001","0.20793676","0.93229866","-0.0976229","0.9601816","95.83542","77.426735"
"691.0","23.661001","0.21184167","0.9371798","-0.088836834","0.9649222","95.28249","77.262825"
"692.0","23.681002","0.22160399","0.93620354","-0.08102701","0.96547955","94.81416","76.68291"
"693.0","23.721","0.23527117","0.93522733","-0.08688438","0.96827245","95.14815","75.87936"
"694.0","23.721","0.23331872","0.93327487","-0.10055158","0.9672384","95.9671","75.96375"
"695.0","23.776001","0.22843759","0.93327487","-0.10640897","0.96669984","96.31961","76.24614"
"696.0","23.776001","0.22355644","0.9342511","-0.10152781","0.9659765","96.03315","76.54276"
"697.0","23.781002","0.2255089","0.93522733","-0.10055158","0.967272","95.966896","76.44321"
"698.0","23.836","0.23527117","0.93229866","-0.08590815","0.96535665","95.10557","75.83678"
"699.0","23.836","0.23917611","0.92937","-0.08005078","0.96298593","94.768364","75.56794"
"700.0","23.842001","0.2323425","0.9283937","-0.08590815","0.9608736","95.129456","75.94958"
"701.0","23.897001","0.23722363","0.9283937","-0.08981306","0.9624221","95.35462","75.66645"
"702.0","23.897001","0.23039004","0.9303462","-0.093717985","0.96301955","95.58468","76.09114"
"703.0","23.900002","0.22746135","0.9264413","-0.084931925","0.9577294","95.0877","76.20551"
"704.0","23.955002","0.23039004","0.9342511","-0.07516963","0.96517104","94.46684","76.14703"
"705.0","23.956001","0.23039004","0.9401085","-0.0741934","0.9707668","94.383255","76.23005"
"706.0","23.961","0.2294138","0.94206095","-0.077122085","0.9726548","94.547775","76.313545"
"707.0","24.018002","0.2323425","0.9449896","-0.09567044","0.97782475","95.61481","76.186806"
"708.0","24.018002","0.23722363","0.9479183","-0.08590815","0.98092014","95.02435","75.949875"
"709.0","24.021002","0.25479576","0.97037166","-0.09176553","1.0074537","95.22612","75.28765"
"710.0","24.082","0.21184167","1.0269929","-0.090789296","1.052537","94.94834","78.34486"
"711.0","24.082","0.20696054","1.1021625","-0.11324256","1.1271285","95.766235","79.36502"
"712.0","24.082","0.26943922","1.0718994","-0.10836142","1.1105441","95.59955","75.890114"
"713.0","24.101002","0.268463","0.98892","-0.06443111","1.0267358","93.59787","74.811905"
"714.0","24.144001","0.23722363","0.9459658","-0.033191785","0.97582173","91.94924","75.92203"
"715.0","24.144001","0.20500809","0.93327487","-0.014643434","0.9556384","90.87799","77.61088"
"716.0","24.162","0.19426957","0.92937","0.012690976","0.94954216","89.2342","78.19326"
"717.0","24.206001","0.2020794","0.92546505","-0.014643434","0.9473838","90.88564","77.68254"
"718.0","24.206001","0.20598431","0.9313224","-0.04002539","0.95466906","92.402885","77.528435"
"719.0","24.222002","0.19329333","0.9576807","-0.055645052","0.97857606","93.25979","78.58902"
"720.0","24.269001","0.20403185","0.9957536","-0.082003236","1.0197444","94.61245","78.420265"
"721.0","24.269001","0.20988922","1.0084445","-0.09176553","1.0341347","95.09093","78.24279"
"722.0","24.282001","0.19622204","1.0006347","-0.082003236","1.0229845","94.59781","78.90522"
"723.0","24.331001","0.1718163","1.001611","-0.073217176","1.018875","94.12087","80.26622"
"724.0","24.331001","0.17279254","0.99770606","-0.07614586","1.0154176","94.30063","80.174416"
"725.0","24.343","0.16888762","0.9723241","-0.08395569","0.9904472","94.86253","80.14633"
"726.0","24.393002","0.18743597","0.9606094","-0.12983845","0.9872997","97.55678","78.95906"
"727.0","24.393002","0.15912533","0.9498709","-0.16791138","0.97763485","99.88974","80.48994"
"728.0","24.401001","0.12398108","0.9235126","-0.13862452","0.94205284","98.46189","82.35379"
"729.0","24.446001","0.08688438","0.88934463","-0.051740136","0.89507526","93.31385","84.420204"
"730.0","24.446001","0.04881145","0.87079626","-0.012690976","0.87225556","90.833664","86.79171"
"731.0","24.460001","0.035144243","0.88641596","-0.02831064","0.887564","91.82787","87.72955"
"732.0","24.498001","0.04490653","0.89617825","-0.036120474","0.8980294","92.30517","87.13137"
"733.0","24.500002","0.10055158","0.93229866","-0.08786061","0.9418126","95.352844","83.84425"
"734.0","24.562","0.10055158","0.9449896","-0.13569583","0.9599632","98.126274","83.9263"
"735.0","24.562","0.08005078","0.92546505","-0.12495731","0.93728757","97.66137","85.05634"
"736.0","24.562","0.08590815","0.938156","-0.10348027","0.94774735","96.268364","84.767944"
"737.0","24.581001","0.08688438","0.9488945","-0.093717985","0.9574616","95.6172","84.76837"
"738.0","24.623001","0.11519502","0.9371798","-0.127886","0.952854","97.71315","82.992546"
"739.0","24.623001","0.09664667","0.9098454","-0.1444819","0.9263014","98.97347","83.9366"
"740.0","24.684002","0.05759751","0.9283937","-0.1581491","0.94352716","99.64916","86.44992"
"741.0","24.684002","0.04783522","0.9479183","-0.15619664","0.9618912","99.34535","87.11111"
"742.0","24.684002","0.036120474","0.9205839","-0.117147475","0.92871034","97.24659","87.75307"
"743.0","24.701002","0.041977845","0.9274175","-0.11226633","0.93513054","96.89523","87.40838"
"744.0","24.736002","0.055645052","0.9654905","-0.13374338","0.97629684","97.87373","86.70147"
"745.0","24.740002","0.07809832","0.98208636","-0.1444819","0.99572486","98.3432","85.45325"
"746.0","24.76","0.084931925","0.98111016","-0.1415532","0.99490094","98.179726","85.0524"
"747.0","24.797","0.08102701","0.9723241","-0.12886222","0.98416716","97.52364","85.23636"
"748.0","24.801","0.07516963","0.96353805","-0.12202863","0.9741391","97.19624","85.539154"
"749.0","24.849","0.073217176","0.97427654","-0.1552204","0.98927695","99.027176","85.702286"
"750.0","24.849","0.062478654","0.9371798","-0.16400647","0.95347136","99.90469","86.18593"
"751.0","24.86","0.04783522","0.8991069","-0.14057697","0.91128665","98.874","86.95456"
"752.0","24.901001","0.043930303","0.8834872","-0.16010156","0.8989505","100.25901","87.15338"
"753.0","24.901001","0.024405725","0.8581053","-0.17376876","0.87586296","101.443245","88.370865"
"754.0","24.921001","-0.005857374","0.84053314","-0.12690976","0.8500802","98.58587","90.39927"
"755.0","24.954","-0.006833603","0.8756774","-0.119099945","0.883766","97.74498","90.44711"
"756.0","24.962002","0.017572122","0.94206095","-0.18743597","0.96068716","101.25092","88.9314"
"757.0","25.016","0.033191785","0.95475197","-0.21379416","0.9789591","102.61445","88.00893"
"758.0","25.016","0.026358182","0.9469421","-0.17376876","0.96311456","100.39445","88.40558"
"759.0","25.021002","0.033191785","0.9664667","-0.13862452","0.9769219","98.15777","88.03304"
"760.0","25.077002","0.050763905","1.0064921","-0.16693515","1.0215042","99.40552","87.11265"
"761.0","25.077002","0.077122085","1.023088","-0.18938842","1.0433239","100.45855","85.6891"
"762.0","25.080002","0.082003236","0.9869675","-0.16595893","1.0041772","99.51284","85.25043"
"763.0","25.143002","0.041977845","0.93620354","-0.107385196","0.94327664","96.53688","87.43267"
"764.0","25.143002","0.06345488","0.99184865","-0.15424417","1.0057741","98.82162","86.33941"
"765.0","25.143002","0.010738519","1.023088","-0.18255483","1.039303","100.116554","89.398636"
"766.0","25.194","-0.0078098318","0.98208636","-0.1444819","0.9926881","98.368904","90.45562"
"767.0","25.194","-0.008786061","0.9303462","-0.15033926","0.9424559","99.178955","90.54108"
"768.0","25.201002","-0.0019524579","0.90691674","-0.16791138","0.92233187","100.48924","90.12335"
"769.0","25.245","-0.0156196635","0.9274175","-0.15033926","0.9396537","99.206566","90.96489"
"770.0","25.245","-0.026358182","0.9303462","-0.13179092","0.94000405","98.05956","91.62285"
"771.0","25.260002","-0.03807293","0.9459658","-0.13764828","0.9566859","98.272446","92.30478"
"772.0","25.297","-0.0302631","0.9596331","-0.16205402","0.97369045","99.580475","91.80629"
"773.0","25.301","-0.02831064","0.9752528","-0.15912533","0.9885547","99.26307","91.66277"
"774.0","25.349","-0.032215554","0.9957536","-0.15912533","1.0089023","99.07465","91.85304"
"775.0","25.349","-0.034168016","0.9967298","-0.15326795","1.0090237","98.73689","91.96334"
"776.0","25.362001","-0.04881145","0.98794377","-0.15033926","1.0005085","98.64216","92.82852"
"777.0","25.410002","-0.041001618","0.9772052","-0.16303024","0.9915594","99.463425","92.40261"
"778.0","25.410002","-0.033191785","0.9772052","-0.17376876","0.99308974","100.07737","91.945366"
"779.0","25.421001","-0.045882765","0.9586569","-0.16010156","0.9730163","99.470604","92.74017"
"780.0","25.472002","-0.08005078","0.93522733","-0.13960074","0.9489714","98.459335","94.89231"
"781.0","25.472002","-0.08297946","0.93620354","-0.13471961","0.9494799","98.1571","95.06512"
"782.0","25.481","-0.027334413","0.98208636","-0.16205402","0.9957421","99.36638","91.5943"
"783.0","25.532001","0.004881145","0.9957536","-0.18841219","1.0134339","100.71446","89.71914"
"784.0","25.532001","0.005857374","1.0318741","-0.20598431","1.052249","101.2889","89.67477"
"785.0","25.541","-0.008786061","1.0279691","-0.16888762","1.0417873","99.32958","90.48969"
"786.0","25.593","-0.02831064","0.98892","-0.16595893","1.0031483","99.52268","91.63981"
"787.0","25.593","-0.034168016","0.9508471","-0.16595893","0.9658261","99.894295","92.058"
"788.0","25.638","-0.033191785","0.9479183","-0.18353106","0.96609235","100.95119","92.00542"
"789.0","25.638","-0.027334413","0.9371798","-0.20500809","0.95972985","102.33401","91.670654"
"790.0","25.693","-0.034168016","0.9020356","-0.21574661","0.9281068","103.44188","92.16926"
"791.0","25.693","-0.049787678","0.88934463","-0.19231711","0.9112621","102.183586","93.204216"
"792.0","25.693","-0.07809832","0.9030118","-0.19622204","0.9273795","102.21541","94.94301"
"793.0","25.745","-0.08005078","0.9108216","-0.20403185","0.9368208","102.57937","95.022736"
"794.0","25.745","-0.059549972","0.8766537","-0.20988922","0.90339434","103.434525","93.88606"
"795.0","25.745","-0.042954076","0.8659151","-0.20403185","0.8906644","103.24281","92.83985"
"796.0","25.796001","-0.049787678","0.88836837","-0.2186753","0.91624016","103.807816","93.207726"
"797.0","25.796001","-0.05662128","0.9000831","-0.21379416","0.9268568","103.33627","93.59955"
"798.0","25.845001","-0.049787678","0.9098454","-0.20403185","0.93377006","102.62114","93.132164"
"799.0","25.845001","-0.043930303","0.93620354","-0.20012695","0.958362","102.05332","92.68657"
"800.0","25.846","-0.04490653","0.95279956","-0.18938842","0.9724771","101.230034","92.69842"
"801.0","25.897001","-0.03807293","0.9606094","-0.17084008","0.97642523","100.076614","92.269684"
"802.0","25.897001","-0.041001618","0.96353805","-0.13764828","0.9741837","98.12285","92.436646"
"803.0","25.948002","-0.07028849","0.9274175","-0.10055158","0.9354968","96.17034","94.33413"
"804.0","25.948002","-0.02831064","0.93327487","-0.15912533","0.9471665","99.67164","91.73752"
"805.0","25.948002","0.0019524579","0.9479183","-0.1952458","0.9678191","101.6386","89.88199"
"806.0","26.002","0.013667206","0.9391323","-0.20305562","0.9609307","102.19922","89.16623"
"807.0","26.002","-0.004881145","0.91375035","-0.20012695","0.935422","102.35352","90.30606"
"808.0","26.002","-0.03904916","0.88934463","-0.18743597","0.90972024","101.890205","92.514114"
"809.0","26.054","-0.061502427","0.87958235","-0.16595893","0.8972124","100.659485","93.99974"
"810.0","26.055","-0.07224095","0.88641596","-0.17572121","0.9065484","101.176704","94.65918"
"811.0","26.112001","-0.059549972","0.88739216","-0.19329333","0.9101502","102.26158","93.83917"
"812.0","26.112001","-0.036120474","0.9000831","-0.21769907","0.9267401","103.58623","92.29806"
"813.0","26.112001","-0.024405725","0.91375035","-0.21281794","0.93852377","103.106285","91.529976"
"814.0","26.171001","-0.012690976","0.9098454","-0.20988922","0.9338272","102.98891","90.79914"
"815.0","26.171001","-0.011714748","0.8991069","-0.20012695","0.9211847","102.54754","90.74648"
"816.0","26.171001","-0.021477038","0.9117979","-0.18548352","0.93072057","101.49546","91.34933"
"817.0","26.234001","-0.01952458","0.9283937","-0.18255483","0.9463733","101.12204","91.20478"
"818.0","26.234001","-0.0078098318","0.9235126","-0.17376876","0.939751","100.655846","90.48452"
"819.0","26.234001","0.005857374","0.91472656","-0.17376876","0.931104","100.75598","89.63312"
"820.0","26.289001","0.011714748","0.92546505","-0.18255483","0.9433711","101.15788","89.27477"
"821.0","26.289001","0.0156196635","0.9518233","-0.16498269","0.96614224","99.83227","89.059845"
"822.0","26.289001","0.035144243","0.9596331","-0.17279254","0.97569877","100.20067","87.90262"
"823.0","26.344002","0.031239327","0.93620354","-0.18255483","0.95434755","101.02794","88.08886"
"824.0","26.344002","0.01952458","0.9196077","-0.16498269","0.9344939","100.16873","88.783714"
"825.0","26.344002","0.008786061","0.92546505","-0.15229172","0.9379528","99.34426","89.45607"
"826.0","26.399002","0.022453265","0.938156","-0.15424417","0.9510163","99.33396","88.62898"
"827.0","26.399002","0.021477038","0.9772052","-0.16010156","0.9904665","99.30225","88.74095"
"828.0","26.460001","0.033191785","0.99184865","-0.16595893","1.0061848","99.49368","88.083336"
"829.0","26.460001","0.046858992","0.97427654","-0.17669745","0.99127823","100.26797","87.246414"
"830.0","26.460001","0.02831064","0.95377576","-0.13960074","0.96435374","98.32343","88.299805"
"831.0","26.521002","0.010738519","0.9684192","-0.10152781","0.97378594","95.98459","89.36469"
"832.0","26.521002","0.01952458","0.96353805","-0.10933765","0.9699183","96.47264","88.83915"
"833.0","26.521002","0.035144243","0.9459658","-0.1444819","0.95758104","98.678055","87.872345"
"834.0","26.521002","0.050763905","0.95670444","-0.17376876","0.9736816","100.2804","86.96266"
"835.0","26.581001","0.067359805","0.96256185","-0.18841219","0.98313874","101.04871","85.99699"
"836.0","26.581001","0.07614586","0.9508471","-0.19329333","0.97327834","101.45512","85.4214"
"837.0","26.581001","0.067359805","0.9469421","-0.18938842","0.96804166","101.28216","85.931175"
"838.0","26.603","0.061502427","0.9401085","-0.17767367","0.95872545","100.679955","86.25701"
"839.0","26.644001","0.059549972","0.9127741","-0.15912533","0.92845225","99.868515","86.26727"
"840.0","26.645","0.065407336","0.9117979","-0.1513155","0.92657965","99.39881","85.89695"
"841.0","26.666","0.07809832","0.9313224","-0.17279254","0.95043045","100.474884","85.206535"
"842.0","26.708002","0.09176553","0.9313224","-0.20012695","0.9569917","102.07084","84.372665"
"843.0","26.708002","0.09274176","0.9313224","-0.18255483","0.9535663","101.03709","84.313194"
"844.0","26.771002","0.082003236","0.93522733","-0.17376876","0.9547619","100.486404","84.98897"
"845.0","26.771002","0.06833603","0.95279956","-0.15229172","0.9673105","99.058235","85.8977"
"846.0","26.771002","0.04881145","0.97427654","-0.10836142","0.9814986","96.33861","87.13187"
"847.0","26.833002","0.052716363","0.9615856","-0.10055158","0.9682647","95.960754","86.86205"
"848.0","26.833002","0.062478654","0.9508471","-0.13471961","0.9623737","98.04708","86.24059"
"849.0","26.833002","0.07224095","0.9596331","-0.14741059","0.97357297","98.70876","85.69491"
"850.0","26.890001","0.08590815","0.9664667","-0.16498269","0.98420393","99.650085","84.920395"
"851.0","26.890001","0.061502427","0.98013395","-0.15229172","0.99379975","98.81484","86.409454"
"852.0","26.890001","0.05662128","0.9850151","-0.11617125","0.9934568","96.715324","86.710106"
"853.0","26.945002","0.050763905","0.9654905","-0.10640897","0.9726622","96.280716","86.99025"
"854.0","26.945002","0.058573738","0.95572823","-0.13471961","0.96695226","98.00873","86.4929"
"855.0","26.945002","0.099575356","0.95475197","-0.22062775","0.98495847","102.94391","84.04589"
"856.0","26.998001","0.07516963","0.9391323","-0.14350566","0.9530025","98.6607","85.42371"
"857.0","26.999","0.042954076","0.93620354","-0.107385196","0.9433206","96.536575","87.37305"
"858.0","27.051","0.043930303","0.93522733","-0.11324256","0.94308215","96.89655","87.31063"
"859.0","27.051","0.04783522","0.9371798","-0.09469421","0.9431655","95.76223","87.078064"
"860.0","27.051","0.04881145","0.9459658","-0.10836142","0.95340234","96.52621","87.04618"
"861.0","27.107","0.0605262","0.9401085","-0.14350566","0.95292246","98.66143","86.31626"
"862.0","27.107","0.06345488","0.9596331","-0.15717287","0.9744873","99.28165","86.21687"
"863.0","27.107","0.07907455","0.9830626","-0.07516963","0.98909825","94.358574","85.40121"
"864.0","27.156002","0.04881145","0.97134787","-0.06345488","0.9746414","93.73293","87.12324"
"865.0","27.156002","0.061502427","0.98794377","-0.10543273","0.99545544","96.079834","86.43777"
"866.0","27.216002","0.041001618","0.9928249","-0.050763905","0.99496704","92.92454","87.63515"
"867.0","27.217001","0.034168016","0.95475197","-0.055645052","0.9569823","93.33342","87.95041"
"868.0","27.217001","0.022453265","0.9264413","-0.049787678","0.92804986","93.07526","88.61165"
"869.0","27.263","-0.035144243","0.96256185","0.00097622897","0.9632037","89.94193","92.091"
"870.0","27.263","-0.053692598","0.9449896","0.0156196635","0.94664264","89.05457","93.251945"
"871.0","27.263","-0.046858992","0.916679","0.014643434","0.9179928","89.086006","92.92631"
"872.0","27.311","-0.054668825","0.92937","0.01952458","0.93118125","88.79856","93.36646"
"873.0","27.311","-0.045882765","0.95279956","0.0302631","0.9543837","88.18287","92.75699"
"874.0","27.366001","-0.0370967","0.9654905","0.023429496","0.966487","88.6109","92.20037"
"875.0","27.367","-0.034168016","0.96353805","0.026358182","0.96450394","88.43401","92.030914"
"876.0","27.367","-0.027334413","0.9596331","0.025381953","0.9603578","88.48551","91.631584"
"877.0","27.429","-0.0370967","0.9693954","0.042954076","0.97105545","87.46473","92.19152"
"878.0","27.429","-0.023429496","0.98892","0.04490653","0.9902163","87.400734","91.3572"
"879.0","27.429","-0.011714748","0.9859913","0.041001618","0.98691297","87.61894","90.68071"
"880.0","27.489002","0.002928687","0.9654905","0.07224095","0.9681938","85.72095","89.8262"
"881.0","27.489002","0.0019524579","0.9371798","0.08786061","0.9412913","84.64419","89.88063"
"882.0","27.489002","0.0019524579","0.9303462","0.08786061","0.9344877","84.60508","89.87976"
"883.0","27.542002","-0.014643434","0.9449896","0.09274176","0.9496425","84.395584","90.88778"
"884.0","27.542002","-0.010738519","0.9664667","0.084931925","0.97025084","84.97813","90.6366"
"885.0","27.594002","0.0019524579","0.96256185","0.08981306","0.9667448","84.66939","89.88378"
"886.0","27.594002","0.0019524579","0.9664667","0.099575356","0.9715848","84.11757","89.884254"
"887.0","27.594002","-0.00976229","0.9606094","0.10348027","0.96621627","83.85192","90.58225"
"888.0","27.645","-0.01854835","0.9615856","0.11324256","0.96840835","83.28465","91.105064"
"889.0","27.645","-0.027334413","0.9723241","0.12398108","0.9805777","82.73627","91.6103"
"890.0","27.693","-0.032215554","0.976229","0.11617125","0.9836446","83.21738","91.890076"
"891.0","27.693","-0.035144243","0.96353805","0.123004854","0.97199327","82.729774","92.08889"
"892.0","27.693","-0.042954076","0.95377576","0.13960074","0.96489465","81.68127","92.57862"
"893.0","27.745","-0.03904916","0.95572823","0.1415532","0.9669429","81.58208","92.33969"
"894.0","27.745","-0.034168016","0.96353805","0.13667206","0.9737825","81.9318","92.030914"
"895.0","27.792002","-0.027334413","0.96353805","0.13276714","0.97302616","82.15766","91.62498"
"896.0","27.792002","-0.034168016","0.9498709","0.13569583","0.96012264","81.875084","92.06011"
"897.0","27.792002","-0.03904916","0.9440134","0.13569583","0.95451534","81.82703","92.36869"
"898.0","27.849","-0.0370967","0.94206095","0.1415532","0.9533584","81.461235","92.25504"
"899.0","27.849","-0.0302631","0.9459658","0.13276714","0.95571667","82.0147","91.83237"
"900.0","27.909","-0.023429496","0.9440134","0.12007617","0.9519079","82.75325","91.42173"
"901.0","27.909","-0.021477038","0.9469421","0.111290105","0.95370126","83.29873","91.29927"
"902.0","27.909","-0.020500809","0.9596331","0.1210524","0.96745527","82.81205","91.22383"
"903.0","27.971","-0.026358182","0.9654905","0.117147475","0.9729287","83.084404","91.563805"
"904.0","27.971","-0.02831064","0.97037166","0.119099945","0.9780631","83.00566","91.671135"
"905.0","27.971","-0.036120474","0.9781815","0.123004854","0.98654646","82.83759","92.11475"
"906.0","28.032001","-0.029286869","0.96256185","0.12495731","0.9710805","82.60676","91.742744"
