"","Keuwl","Accelerometer","Data","File","","42706.0","14-13-01"
"Number","Time(s)","X(g)","Y(g)","Z(g)","R(g)","Theta(deg)","Phi(deg)"
"297.0","15.766001","0.1444819","0.9283937","-0.21281794","0.9633698","102.76248","81.15427"
"298.0","15.780001","0.13471961","0.916679","-0.21184167","0.950435","102.878784","81.63938"
"299.0","15.811001","0.12495731","0.9205839","-0.20110317","0.95054275","102.21418","82.27009"
"300.0","15.821001","0.12398108","0.9401085","-0.20988922","0.97119963","102.48085","82.48721"
"301.0","15.857","0.13960074","0.9606094","-0.20598431","0.99231464","101.98055","81.73137"
"302.0","15.861001","0.14741059","0.9576807","-0.20403185","0.9902077","101.890945","81.24945"
"303.0","15.910001","0.1415532","0.9371798","-0.20793676","0.9703509","102.37389","81.41087"
"304.0","15.910001","0.13569583","0.92448884","-0.21672285","0.95919853","103.05825","81.64979"
"305.0","15.9210005","0.12398108","0.9401085","-0.2255089","0.9746946","103.377365","82.48721"
"306.0","15.961","0.12495731","0.9596331","-0.22746135","0.994107","103.227005","82.581055"
"307.0","15.961","0.11617125","0.95475197","-0.22843759","0.9885498","103.36087","83.06253"
"308.0","15.981001","0.11519502","0.9342511","-0.2255089","0.96796143","103.47217","82.970795"
"309.0","16.013","0.12007617","0.90398806","-0.22355644","0.93893033","103.77425","82.43373"
"310.0","16.021","0.10348027","0.9059405","-0.2255089","0.9393032","103.89133","83.48368"
"311.0","16.066","0.102504045","0.9196077","-0.22843759","0.95308405","103.867805","83.639786"
"312.0","16.067001","0.11031388","0.9235126","-0.2255089","0.95702606","103.62906","83.18828"
"313.0","16.081001","0.10543273","0.9176552","-0.21965154","0.94944936","103.37634","83.445816"
"314.0","16.12","0.093717985","0.916679","-0.2255089","0.9486505","103.75175","84.16257"
"315.0","16.12","0.1044565","0.9108216","-0.22453266","0.9438867","103.761505","83.45769"
"316.0","16.176","0.107385196","0.9127741","-0.22843759","0.94703317","103.9582","83.29016"
"317.0","16.176","0.10543273","0.9440134","-0.24308102","0.98049265","104.3543","83.6273"
"318.0","16.182001","0.10055158","0.9488945","-0.24112856","0.9842024","104.18177","83.9511"
"319.0","16.228","0.09274176","0.9098454","-0.2362474","0.9445806","104.48392","84.17986"
"320.0","16.229","0.08395569","0.88641596","-0.23527117","0.92094207","104.801315","84.58945"
"321.0","16.243","0.09274176","0.882511","-0.2323425","0.9172839","104.672516","84.00089"
"322.0","16.281","0.08395569","0.8834872","-0.22160399","0.91471666","104.02027","84.57162"
"323.0","16.281","0.08590815","0.8854397","-0.2186753","0.91608","103.81028","84.45833"
"324.0","16.301","0.084931925","0.90496427","-0.2186753","0.9348757","103.52728","84.63843"
"325.0","16.332","0.09859913","0.916679","-0.23136626","0.95055383","104.08739","83.8608"
"326.0","16.34","0.111290105","0.9391323","-0.24015234","0.9757193","104.248535","83.24179"
"327.0","16.376001","0.127886","0.9576807","-0.2626056","1.0012337","105.20551","82.39388"
"328.0","16.380001","0.13764828","0.9576807","-0.26455808","1.0030406","105.29305","81.82085"
"329.0","16.426","0.13471961","0.9410847","-0.25772443","0.9849932","105.168045","81.85326"
"330.0","16.426","0.12886222","0.9440134","-0.25381953","0.98599756","104.917274","82.226906"
"331.0","16.441","0.13081467","0.94206095","-0.24503349","0.9821572","104.44704","82.09446"
"332.0","16.475","0.13179092","0.9391323","-0.2421048","0.97875077","104.3214","82.011696"
"333.0","16.481","0.119099945","0.9264413","-0.23429495","0.9630018","104.081184","82.67444"
"334.0","16.53","0.114218794","0.92546505","-0.23917611","0.96267164","104.38583","82.964264"
"335.0","16.53","0.10933765","0.93327487","-0.24015234","0.96986073","104.33644","83.317986"
"336.0","16.541","0.111290105","0.938156","-0.24405725","0.975749","104.48479","83.23482"
"337.0","16.584002","0.11519502","0.93229866","-0.23429495","0.9681657","104.00454","82.95622"
"338.0","16.585001","0.10933765","0.9176552","-0.23039004","0.9524313","103.99851","83.2053"
"339.0","16.601002","0.11031388","0.91863143","-0.24015234","0.9558901","104.55056","83.15243"
"340.0","16.637001","0.107385196","0.938156","-0.24405725","0.97531134","104.49143","83.47011"
"341.0","16.640001","0.10152781","0.9342511","-0.24698594","0.97166616","104.72548","83.79784"
"342.0","16.695002","0.09664667","0.93522733","-0.25284332","0.97361207","105.05203","84.09998"
"343.0","16.695002","0.099575356","0.9342511","-0.24503349","0.9709695","104.61719","83.91621"
"344.0","16.701","0.09859913","0.9342511","-0.2362474","0.96868974","104.11586","83.97541"
"345.0","16.749","0.107385196","0.9205839","-0.22648512","0.9540974","103.73205","83.34657"
"346.0","16.749","0.10933765","0.9176552","-0.22062775","0.9501171","103.427284","83.2053"
"347.0","16.761002","0.12398108","0.9176552","-0.21769907","0.9512389","103.22987","82.305565"
"348.0","16.805","0.13471961","0.9108216","-0.2255089","0.947945","103.762184","81.58639"
"349.0","16.805","0.1181237","0.9205839","-0.22453266","0.9549046","103.599655","82.68811"
"350.0","16.821001","0.1044565","0.9235126","-0.22062775","0.9552294","103.35409","83.54682"
"351.0","16.862001","0.111290105","0.9274175","-0.2255089","0.9609074","103.57295","83.15723"
"352.0","16.863","0.107385196","0.9303462","-0.24015234","0.96682405","104.38244","83.41577"
"353.0","16.880001","0.10836142","0.92448884","-0.2518671","0.9642919","105.140915","83.314735"
"354.0","16.917002","0.11031388","0.9196077","-0.24991462","0.9593252","105.10037","83.15962"
"355.0","16.921001","0.10348027","0.916679","-0.23722363","0.9525144","104.421295","83.55937"
"356.0","16.977001","0.09469421","0.91863143","-0.2294138","0.9515679","103.950905","84.11463"
"357.0","16.977001","0.08590815","0.92156017","-0.2255089","0.95263195","103.693146","84.67426"
"358.0","16.980001","0.08005078","0.9283937","-0.22746135","0.9591985","103.71762","85.07186"
"359.0","17.033","0.08395569","0.9225364","-0.22648512","0.9536338","103.73885","84.8001"
"360.0","17.033","0.08590815","0.9235126","-0.23819989","0.9575985","104.40339","84.685455"
"361.0","17.04","0.08395569","0.9313224","-0.23722363","0.9647202","104.23496","84.84889"
"362.0","17.09","0.08786061","0.92937","-0.23527117","0.96270484","104.14552","84.599434"
"363.0","17.09","0.08688438","0.9303462","-0.23527117","0.96355873","104.13273","84.664665"
"364.0","17.101002","0.084931925","0.9283937","-0.2362474","0.9617386","104.220024","84.77298"
"365.0","17.141","0.08590815","0.93229866","-0.2294138","0.9639459","103.7682","84.73525"
"366.0","17.141","0.084931925","0.9225364","-0.2294138","0.95442","103.90837","84.739975"
"367.0","17.192001","0.08981306","0.92546505","-0.2186753","0.955181","103.234436","84.45701"
"368.0","17.192001","0.088836834","0.9264413","-0.21769907","0.955813","103.16542","84.52263"
"369.0","17.201","0.08395569","0.92156017","-0.22453266","0.9522272","103.63863","84.794624"
"370.0","17.242","0.08395569","0.92546505","-0.2294138","0.957165","103.86768","84.81647"
"371.0","17.242","0.09567044","0.93229866","-0.22355644","0.96348906","103.4165","84.140945"
"372.0","17.294","0.08981306","0.9264413","-0.21574661","0.95546144","103.05013","84.462814"
"373.0","17.294","0.08786061","0.9283937","-0.2255089","0.959421","103.59438","84.59379"
"374.0","17.302","0.10152781","0.92546505","-0.23429495","0.96004564","104.12544","83.739426"
"375.0","17.346","0.10055158","0.92448884","-0.24600971","0.9619309","104.81778","83.792656"
"376.0","17.346","0.10836142","0.92448884","-0.24112856","0.9615429","104.52323","83.314735"
"377.0","17.361","0.114218794","0.9205839","-0.23527117","0.9570126","104.23143","82.92734"
"378.0","17.397001","0.10933765","0.9225364","-0.22648512","0.9562027","103.701225","83.24092"
"379.0","17.401001","0.10640897","0.92156017","-0.2255089","0.95469904","103.662926","83.413445"
"380.0","17.449001","0.1044565","0.9283937","-0.23331872","0.96294534","104.02215","83.58047"
"381.0","17.449001","0.093717985","0.92937","-0.23429495","0.9630191","104.080925","84.24174"
"382.0","17.462","0.09664667","0.92937","-0.2323425","0.9628355","103.96391","84.06306"
"383.0","17.501001","0.09859913","0.9313224","-0.23039004","0.96444947","103.82059","83.956604"
"384.0","17.501001","0.0976229","0.9225364","-0.2255089","0.95470303","103.662865","83.959435"
"385.0","17.556002","0.099575356","0.92448884","-0.2362474","0.95937884","104.25574","83.852455"
"386.0","17.556002","0.10933765","0.93229866","-0.2518671","0.9718912","105.01972","83.31105"
"387.0","17.563002","0.107385196","0.93229866","-0.2489384","0.9709185","104.85625","83.42944"
"388.0","17.612001","0.09567044","0.9235126","-0.24503349","0.9602446","104.78415","84.085594"
"389.0","17.613","0.08297946","0.9098454","-0.2255089","0.94104123","103.86516","84.78894"
"390.0","17.621","0.067359805","0.9117979","-0.22062775","0.94052607","103.56681","85.7749"
"391.0","17.662","0.073217176","0.91863143","-0.22062775","0.94758695","103.46381","85.443016"
"392.0","17.663","0.07614586","0.92448884","-0.21574661","0.95237833","103.09313","85.29144"
"393.0","17.68","0.07516963","0.9205839","-0.2255089","0.9507783","103.72037","85.33191"
"394.0","17.713001","0.084931925","0.8922733","-0.21281794","0.92122555","103.3569","84.56263"
"395.0","17.721","0.11226633","0.85127175","-0.19231711","0.8799166","102.62464","82.487144"
"396.0","17.765001","0.12983845","0.7770783","-0.16595893","0.8051404","101.89532","80.514336"
"397.0","17.765001","0.1444819","0.7175283","-0.15033926","0.7472107","101.60718","78.61513"
"398.0","17.781","0.13569583","0.7487676","-0.11324256","0.769344","98.46433","79.72803"
"399.0","17.816","0.15229172","0.83858067","-0.055645052","0.8541117","93.73544","79.706894"
"400.0","17.820002","0.18157859","0.99965847","-0.052716363","1.0173824","92.97015","79.705"
"401.0","17.867","0.174745","1.1568314","-0.05662128","1.1713244","92.77073","81.41013"
"402.0","17.867","0.17376876","1.2515256","-0.11324256","1.268596","95.12138","82.095276"
"403.0","17.881","0.16791138","1.1919756","-0.18938842","1.2185515","98.94121","81.98161"
"404.0","17.92","0.114218794","1.0631135","-0.25772443","1.0998536","103.5519","83.867775"
"405.0","17.92","0.102504045","0.9586569","-0.31239328","1.0134692","107.953285","83.89686"
"406.0","17.972","0.09567044","0.8766537","-0.37975308","0.9601494","113.29807","83.77188"
"407.0","17.973001","0.10152781","0.8268659","-0.34851375","0.90303767","112.70179","82.9999"
"408.0","17.981","0.1415532","0.7878168","-0.1952458","0.8239014","103.7082","79.81391"
"409.0","18.033","0.18060236","0.8151512","-0.1181237","0.84323305","98.05273","77.50752"
"410.0","18.033","0.15912533","0.8571291","-0.071264714","0.8746827","94.67335","79.48282"
"411.0","18.041","0.13374338","0.8932495","-0.05759751","0.90504116","93.64881","81.48454"
"412.0","18.104","0.12398108","0.92156017","-0.049787678","0.93119454","93.064865","82.33778"
"413.0","18.104","0.12398108","0.9401085","-0.08786061","0.9523102","95.29366","82.48721"
"414.0","18.104","0.13374338","0.9615856","-0.093717985","0.9753549","95.51383","82.08174"
"415.0","18.121","0.1552204","0.938156","-0.107385196","0.95695436","96.44305","80.60537"
"416.0","18.164001","0.15619664","0.9225364","-0.14057697","0.94616735","98.544365","80.39026"
"417.0","18.164001","0.12593354","0.9020356","-0.19329333","0.93106914","101.98196","82.052284"
"418.0","18.181002","0.08786061","0.92448884","-0.2186753","0.95405346","103.25036","84.57109"
"419.0","18.223001","0.07614586","0.9723241","-0.1718163","0.9903197","99.991135","85.52212"
"420.0","18.223001","0.08688438","1.0269929","-0.1210524","1.0377462","96.69877","85.164246"
"421.0","18.284","0.0976229","1.082638","-0.099575356","1.0915817","95.233864","84.847496"
"422.0","18.284","0.12202863","1.1499978","-0.114218794","1.1620809","95.6406","83.942894"
"423.0","18.284","0.14643435","1.2085714","-0.13081467","1.2244184","96.13309","83.09154"
"424.0","18.301","0.13569583","1.2993608","-0.13276714","1.313156","95.802826","84.038055"
"425.0","18.337002","0.1044565","1.4174845","-0.14252943","1.4284565","95.726425","85.78541"
"426.0","18.341002","0.07516963","1.5258459","-0.15619664","1.5356606","95.83782","87.17965"
"427.0","18.391","0.06345488","1.5736811","-0.15619664","1.5826863","95.66379","87.69094"
"428.0","18.391","0.06638357","1.4379853","-0.1415532","1.4464598","95.61606","87.35686"
"429.0","18.401001","0.041977845","1.1626887","-0.05759751","1.1648711","92.83417","87.93228"
"430.0","18.445002","-0.002928687","0.94206095","0.022453265","0.94233304","88.63467","90.17812"
"431.0","18.445002","-0.04490653","0.7663397","0.06638357","0.77051926","85.057594","93.35362"
"432.0","18.461","-0.09274176","0.68140787","0.093717985","0.6940467","82.23957","97.75051"
"433.0","18.497002","-0.14545812","0.76243484","0.13667206","0.788127","80.01364","100.801155"
"434.0","18.501001","-0.18450728","0.93620354","0.16107778","0.9677118","80.418396","101.14899"
"435.0","18.549002","-0.1415532","1.0279691","0.15619664","1.0493594","81.43974","97.84042"
"436.0","18.550001","-0.062478654","1.0172306","0.0976229","1.0238125","84.528404","93.51471"
"437.0","18.561","-0.012690976","0.97134787","0.00976229","0.97147983","89.42423","90.74854"
"438.0","18.611","-0.08005078","0.86298645","-0.03904916","0.8675705","92.57974","95.2996"
"439.0","18.611","-0.16205402","0.8005078","-0.050763905","0.8183222","93.55658","101.444244"
"440.0","18.621","-0.18548352","0.7507201","-0.054668825","0.7752248","94.04385","103.87836"
"441.0","18.672","-0.18060236","0.69898","-0.053692598","0.7239289","94.25344","104.487236"
"442.0","18.672","-0.16595893","0.6462636","-0.03807293","0.6683177","93.26581","104.402214"
"443.0","18.681002","-0.13960074","0.6501685","-0.022453265","0.66536576","91.93385","102.118256"
"444.0","18.735","-0.0741934","0.65895456","-0.01952458","0.6634056","91.68651","96.42403"
"445.0","18.735","-0.0741934","0.686289","-0.0156196635","0.6904645","91.29626","96.17017"
"446.0","18.740002","-0.065407336","0.74486274","-0.031239327","0.74838126","92.392365","95.01834"
"447.0","18.796001","-0.043930303","0.82491344","-0.07614586","0.8295844","95.26647","93.04838"
"448.0","18.796001","-0.035144243","0.895202","-0.13276714","0.9056759","98.42963","92.24819"
"449.0","18.801","-0.027334413","0.9772052","-0.19426957","0.99670345","101.239586","91.602264"
"450.0","18.857","-0.026358182","1.0709232","-0.21769907","1.0931442","101.48723","91.40991"
"451.0","18.857","-0.010738519","1.1568314","-0.21965154","1.1775486","100.75052","90.531845"
"452.0","18.86","0.0078098318","1.2017379","-0.21379416","1.2206322","100.08741","89.627655"
"453.0","18.918001","0.027334413","1.1441404","-0.2362474","1.1685963","101.6635","88.63142"
"454.0","18.918001","0.043930303","1.104115","-0.29482117","1.143643","104.93904","87.72153"
"455.0","18.92","-0.0019524579","1.1646413","-0.3533949","1.2170789","106.8797","90.096054"
"456.0","18.978","-0.022453265","1.3306","-0.36413342","1.3797078","105.302826","90.96675"
"457.0","18.978","-0.0039049159","1.4418901","-0.29189247","1.4711437","101.44411","90.15517"
"458.0","18.980001","0.042954076","1.2505494","-0.21769907","1.2700833","99.86954","88.03277"
"459.0","19.039001","0.03904916","0.95572823","-0.17669745","0.97270924","100.46617","87.66031"
"460.0","19.039001","0.022453265","0.7653635","-0.13862452","0.77814025","100.26193","88.31961"
"461.0","19.041","0.020500809","0.70093244","-0.090789296","0.707085","97.37711","88.3247"
"462.0","19.091002","-0.01952458","0.8346757","-0.027334413","0.8353514","91.87517","91.34001"
"463.0","19.091002","-0.033191785","1.04066","0.010738519","1.0412446","89.40909","91.82683"
"464.0","19.143002","0.012690976","1.0709232","0.034168016","1.0715433","88.172714","89.321045"
"465.0","19.143002","0.011714748","0.96353805","0.025381953","0.9639435","88.49115","89.30343"
"466.0","19.151001","0.06443111","0.9059405","0.01854835","0.9084181","88.83004","85.93194"
"467.0","19.195002","0.12983845","0.89715445","0.0156196635","0.9066356","89.01285","81.76518"
"468.0","19.195002","0.1483868","0.8854397","0.0039049159","0.89779586","89.75079","80.486465"
"469.0","19.211","0.15033926","0.8659151","0.0019524579","0.87887126","89.87271","80.15055"
"470.0","19.247002","0.14643435","0.8190561","0.004881145","0.83205754","89.66388","79.86351"
"471.0","19.251001","0.14936304","0.7575537","-0.025381953","0.77255493","91.88277","78.846344"
"472.0","19.301","0.14936304","0.7136234","-0.05662128","0.7312822","94.440704","78.17851"
"473.0","19.301","0.13862452","0.6940988299999999","-0.08981306","0.71348184","97.231575","78.70557"
"474.0","19.311","0.10348027","0.66871685","-0.077122085","0.6810567","96.50205","81.20356"
"475.0","19.353","0.0741934","0.65993077","-0.07028849","0.6677977","96.04181","83.585396"
"476.0","19.353","0.050763905","0.69117016","-0.08005078","0.69763976","96.58893","85.79938"
"477.0","19.37","0.043930303","0.75364876","-0.07614586","0.75875854","95.75966","86.663994"
"478.0","19.411001","0.045882765","0.8288184","-0.071264714","0.8331409","94.90693","86.83138"
"479.0","19.412","0.042954076","0.9235126","-0.099575356","0.9298579","96.1474","87.337"
"480.0","19.472","0.01952458","1.0465174","-0.13374338","1.0552095","97.281586","88.931175"
"481.0","19.472","0.031239327","1.2124764","-0.15717287","1.2230201","97.38362","88.52411"
"482.0","19.472","0.065407336","1.3794116","-0.17084008","1.3914887","97.052284","87.28525"
"483.0","19.534","0.10836142","1.4721533","-0.20110317","1.4897717","97.757996","85.7902"
"484.0","19.534","0.099575356","1.4614148","-0.19231711","1.4773742","97.479706","86.102104"
"485.0","19.534","0.06443111","1.4916779","-0.16303024","1.5019431","96.23152","87.52672"
"486.0","19.551","0.07907455","1.4711771","-0.13374338","1.4793587","95.18698","86.92336"
"487.0","19.587002","0.04783522","1.381364","-0.16400647","1.3918883","96.76689","88.0167"
"488.0","19.59","-0.0156196635","1.185142","-0.2020794","1.2023485","99.67566","90.75509"
"489.0","19.641","-0.04783522","0.9518233","-0.15033926","0.96480966","98.964516","92.87706"
"490.0","19.641","-0.023429496","0.780007","-0.06443111","0.78301424","94.71998","91.720505"
"491.0","19.651001","-0.004881145","0.73607665","0.033191785","0.7368408","87.418175","90.37994"
"492.0","19.692001","-0.04490653","0.81319875","0.13374338","0.82534605","80.67437","93.16078"
"493.0","19.692001","-0.111290105","0.94303715","0.17669745","0.9658812","79.459","96.730484"
"494.0","19.710001","-0.127886","1.0308977","0.1718163","1.052913","80.60837","97.07159"
"495.0","19.752","-0.13764828","1.0260166","0.1444819","1.0452425","82.05467","97.64106"
"496.0","19.752","-0.15229172","0.95670444","0.07028849","0.97129637","85.85013","99.04466"
"497.0","19.77","-0.19036464","0.85224795","0.010738519","0.8733159","89.295456","102.59133"
"498.0","19.813002","-0.2294138","0.7878168","-0.055645052","0.8224247","93.879585","106.235664"
"499.0","19.813002","-0.25089085","0.74583894","-0.111290105","0.79473734","98.049805","108.59229"
"500.0","19.831001","-0.23819989","0.67555046","-0.12690976","0.72747076","100.04685","109.422714"
"501.0","19.876001","-0.22355644","0.5964759","-0.13764828","0.65169626","102.19359","110.54577"
"502.0","19.876001","-0.20403185","0.536926","-0.13667206","0.5904217","103.384346","110.80679"
"503.0","19.891","-0.18255483","0.5427833","-0.1044565","0.5821092","100.337425","108.589386"
"504.0","19.935001","-0.16693515","0.57988006","-0.073217176","0.60785604","96.91816","106.05998"
"505.0","19.935001","-0.13862452","0.592571","-0.05662128","0.61119807","95.31549","103.16684"
"506.0","19.951","-0.12495731","0.6374775","-0.049787678","0.6515142","94.38273","101.09041"
"507.0","19.995","-0.10543273","0.72826684","-0.06345488","0.73859","94.92856","98.2376"
"508.0","19.995","-0.084931925","0.8112463","-0.10152781","0.82197434","97.09512","95.9767"
"509.0","20.011002","-0.04490653","0.8766537","-0.1483868","0.89025664","99.594765","92.93241"
"510.0","20.056002","-0.004881145","0.95279956","-0.19134088","0.9718344","101.354935","90.29352"
"511.0","20.057001","0.025381953","1.0718994","-0.21769907","1.0940775","101.477295","88.643524"
"512.0","20.071001","0.013667206","1.1968567","-0.23917611","1.2205974","101.300224","89.34576"
"513.0","20.127","0.033191785","1.244692","-0.27920148","1.2760538","102.6386","88.47247"
"514.0","20.127","0.08786061","1.2056428","-0.35534734","1.2599865","106.38108","85.83197"
"515.0","20.131","0.123004854","1.154879","-0.43051702","1.2386366","110.33896","83.92041"
"516.0","20.183","0.023429496","1.2349297","-0.42954078","1.30771","109.17581","88.91309"
"517.0","20.183","-0.025381953","1.3735542","-0.37194324","1.4232488","105.14923","91.05865"
"518.0","20.19","-0.01952458","1.5746574","-0.24015234","1.5929848","98.67075","90.71039"
"519.0","20.235","0.09567044","1.5336558","-0.12398108","1.5416304","94.61282","86.43048"
"520.0","20.235","0.09274176","1.1246158","-0.11031388","1.1338125","95.583405","85.28575"
"521.0","20.251001","0.04881145","0.844438","-0.10543273","0.85239327","97.105125","86.69179"
"522.0","20.285002","0.053692598","0.7038611","-0.10055158","0.7130316","98.106865","85.63776"
"523.0","20.29","0.010738519","0.72045696","-0.061502427","0.72315705","94.87874","89.146065"
"524.0","20.336","-0.041977845","0.88055855","-0.010738519","0.881624","90.6979","92.72933"
"525.0","20.336","-0.010738519","1.0133257","0.045882765","1.0144207","87.4076","90.607155"
"526.0","20.351002","0.020500809","1.0055158","0.00976229","1.0057721","89.44386","88.83199"
"527.0","20.389002","0.06931226","0.9391323","-0.049787678","0.94300187","93.02645","85.77896"
"528.0","20.390001","0.050763905","0.8991069","-0.052716363","0.9020805","93.3502","86.76849"
"529.0","20.439001","0.006833603","0.98403883","-0.051740136","0.9854218","93.009735","89.60212"
"530.0","20.439001","-0.0156196635","1.0064921","-0.036120474","1.0072613","92.05507","90.8891"
"531.0","20.451","0.041977845","0.9664667","-0.006833603","0.9674021","90.40473","87.51296"
"532.0","20.494001","0.073217176","0.8912971","0.027334413","0.894717","88.24929","85.30388"
"533.0","20.494001","0.06638357","0.8122225","0.04490653","0.81616706","86.845924","85.32756"
"534.0","20.511002","0.11519502","0.7995315","0.06443111","0.8103529","85.439606","81.80135"
"535.0","20.545","0.18353106","0.8102701","0.03807293","0.8316675","87.37614","77.23751"
"536.0","20.551","0.2255089","0.77610207","0.0156196635","0.8083518","88.892815","73.79793"
"537.0","20.603","0.1552204","0.70093244","-0.016595893","0.7181052","91.324265","77.51345"
"538.0","20.603","0.11031388","0.65114474","-0.033191785","0.6612566","92.877174","80.38452"
"539.0","20.611","0.1415532","0.66090703","-0.041001618","0.67713845","93.47146","77.911026"
"540.0","20.667002","0.16595893","0.72045696","-0.071264714","0.7427511","95.50583","77.02807"
"541.0","20.667002","0.17279254","0.77903074","-0.09469421","0.80356276","96.76763","77.494"
"542.0","20.67","0.1552204","0.8258897","-0.11519502","0.8482082","97.80545","79.35581"
"543.0","20.727001","0.13569583","0.87274873","-0.14252943","0.89466107","99.16691","81.16236"
"544.0","20.727001","0.114218794","0.9264413","-0.14643435","0.94487166","98.91552","82.9716"
"545.0","20.731","0.08688438","0.99770606","-0.13374338","1.010373","97.60658","85.023"
"546.0","20.784","0.088836834","1.1099724","-0.1181237","1.1197696","96.05536","85.42407"
"547.0","20.784","0.1181237","1.2300485","-0.11031388","1.2406216","95.10138","84.51461"
"548.0","20.79","0.1444819","1.3559821","-0.11324256","1.3683517","94.74713","83.918"
"549.0","20.844002","0.17669745","1.4848443","-0.12593354","1.5006146","94.813995","83.21368"
"550.0","20.844002","0.21574661","1.581491","-0.15912533","1.6040515","95.69323","82.231674"
"551.0","20.851002","0.24796216","1.6556844","-0.17084008","1.6828434","95.82663","81.48245"
"552.0","20.904001","0.24112856","1.4955828","-0.19231711","1.5270549","97.23504","80.84118"
"553.0","20.904001","0.13374338","1.27886","-0.18157859","1.2985919","98.03785","84.0297"
"554.0","20.911001","0.08688438","1.0924002","-0.08005078","1.0987699","94.17798","85.45254"
"555.0","20.964","0.058573738","0.88641596","0.016595893","0.8885041","88.92974","86.21943"
"556.0","20.964","0.036120474","0.7614586","0.088836834","0.7674737","83.35298","87.28416"
"557.0","20.971","0.024405725","0.75364876","0.13862452","0.7666804","79.58298","88.14522"
"558.0","21.025002","0.011714748","0.78586435","0.15033926","0.8002012","79.1711","89.145966"
"559.0","21.025002","-0.013667206","0.80636513","0.15033926","0.82037395","79.440475","90.97102"
"560.0","21.031","-0.022453265","0.83077085","0.1210524","0.83984405","81.71271","91.54816"
"561.0","21.084002","-0.034168016","0.8463905","0.084931925","0.85132706","84.274414","92.31172"
"562.0","21.084002","-0.077122085","0.8542004","0.045882765","0.8589013","86.93778","95.159004"
"563.0","21.091002","-0.117147475","0.83174706","0.026358182","0.8403698","88.20262","98.01709"
"564.0","21.138","-0.16498269","0.7829357","0.0078098318","0.80016786","89.44077","101.89946"
"565.0","21.138","-0.20305562","0.7175283","0.005857374","0.7457297","89.549965","105.801155"
"566.0","21.151001","-0.24015234","0.6716455","0.013667206","0.7134197","88.9023","109.67493"
"567.0","21.19","-0.26455808","0.69117016","0.026358182","0.74054164","87.960236","110.94527"
"568.0","21.19","-0.22258021","0.7663397","0.026358182","0.7984443","88.108215","106.195724"
"569.0","21.243002","-0.16010156","0.84248555","0.011714748","0.85764307","89.21736","100.75989"
"570.0","21.243002","-0.119099945","0.8844635","-0.005857374","0.8924656","90.376045","97.6692"
"571.0","21.251001","-0.06638357","0.92448884","-0.04783522","0.9281027","92.954384","94.10712"
"572.0","21.310001","-0.023429496","0.98794377","-0.09859913","0.99312824","95.69779","91.358536"
"573.0","21.310001","-0.008786061","1.0025872","-0.19036464","1.0205376","100.750565","90.50209"
"574.0","21.310001","-0.016595893","0.9654905","-0.2596769","0.99993974","105.05182","90.984764"
"575.0","21.331001","-0.0078098318","0.9264413","-0.30458343","0.9752567","108.19856","90.48299"
"576.0","21.380001","0.032215554","0.8747012","-0.2889638","0.92175925","108.269775","87.89073"
"577.0","21.380001","0.0156196635","0.8346757","-0.19036464","0.85625124","102.84553","88.927925"
"578.0","21.391","-0.01952458","0.8346757","-0.111290105","0.84228873","97.59259","91.34001"
"579.0","21.439001","-0.035144243","0.9586569","-0.026358182","0.9596629","91.57389","92.09952"
"580.0","21.439001","0.041001618","1.0582323","-0.013667206","1.0591145","90.73939","87.781166"
"581.0","21.451","0.11617125","1.0611609","-0.17962612","1.0825081","99.55156","83.75239"
"582.0","21.501001","0.16986385","1.0152781","-0.37975308","1.0972036","110.249565","80.501945"
"583.0","21.501001","0.21477039","0.97134787","-0.44320798","1.0890713","114.013985","77.53217"
"584.0","21.51","0.18353106","0.85908157","-0.23819989","0.910189","105.17118","77.94082"
"585.0","21.560001","0.10933765","0.7878168","-0.090789296","0.8005328","96.511986","82.09864"
"586.0","21.560001","0.08395569","0.75267255","-0.006833603","0.75737125","90.516975","83.63534"
"587.0","21.571001","0.06931226","0.8151512","0.022453265","0.8184008","88.427864","85.13983"
"588.0","21.62","0.071264714","0.882511","-0.00097622897","0.88538426","90.06317","85.383255"
"589.0","21.62","0.049787678","0.96256185","-0.07028849","0.9664081","94.1709","87.03906"
"590.0","21.631","0.01854835","1.0689708","-0.13764828","1.0779562","97.33634","89.00593"
"591.0","21.681002","-0.029286869","1.1343781","-0.18645974","1.1499733","99.33128","91.478905"
"592.0","21.681002","-0.013667206","1.0904478","-0.18157859","1.105547","99.45328","90.71809"
"593.0","21.691002","-0.01952458","1.0094208","-0.13569583","1.0186877","97.65492","91.1081"
"594.0","21.740002","0.004881145","0.9088692","-0.11617125","0.91627663","97.28392","89.69229"
"595.0","21.740002","0.046858992","0.80636513","-0.099575356","0.81384015","97.02789","86.6742"
"596.0","21.751001","0.054668825","0.7946504","-0.12007617","0.8055285","98.572754","86.064476"
"597.0","21.802002","0.0741934","0.85127175","-0.14252943","0.86630416","99.46969","85.01892"
"598.0","21.802002","0.08395569","0.91375035","-0.17084008","0.9333673","100.54666","84.75038"
"599.0","21.812","0.099575356","0.97037166","-0.21769907","0.9994645","102.58077","84.14106"
"600.0","21.861002","0.11617125","0.9938011","-0.24015234","1.0289847","103.4966","83.33262"
"601.0","21.862001","0.16888762","0.9938011","-0.268463","1.0431856","104.912834","80.35524"
"602.0","21.871","0.17279254","1.0006347","-0.26651052","1.0498357","104.706","80.202614"
